CASE,TIME,FOPT,FWPT,FGPT,FPR,FOPR,FWPR,WOPR:P-F-12,WWCT:P-F-12,WBHP:P-F-12,WOPT:P-F-12,WWPT:P-F-12
sens_fault_low,811.0,4808674.5,643627.688,719070848.0,320.364014,5464.34814,4826.90771,2962.96436,0.475123793,259.658936,2862720.5,281570.219
sens_fault_low,821.0,4863318.0,697900.062,727072704.0,321.483917,5464.3584,5427.24121,2932.17456,0.500173688,259.099548,2892042.25,310912.344
sens_fault_low,831.0,4910163.0,750943.75,733907072.0,325.049164,4684.50098,5304.36816,2688.18408,0.520852625,264.751556,2918924.25,340134.0
sens_fault_low,841.0,4962139.0,804022.688,741529344.0,315.817963,5237.48779,5246.75781,2621.2749,0.534061372,256.736481,2945259.0,370001.406
sens_fault_low,851.0,5008176.5,854072.938,748261824.0,318.4935,4603.73975,5005.0249,2113.11987,0.54856813,264.837189,2966390.25,395679.5
sens_fault_low,861.0,5057530.0,911235.312,755462784.0,322.951752,4935.34033,5716.24268,2042.96936,0.568233669,269.03653,2986820.0,422566.344
sens_fault_low,871.0,5104827.0,973467.812,762342912.0,328.644714,4729.71387,6223.24561,2181.73535,0.591086686,270.827301,3008637.25,454103.469
sens_fault_low,881.0,5150174.0,1037132.31,768928448.0,333.973541,4534.68018,6366.45215,2017.71558,0.61104095,277.581696,3028814.5,485801.062
sens_fault_low,891.0,5191588.0,1099071.38,774932352.0,338.603638,4141.40234,6193.90039,1840.83313,0.626236916,284.300537,3047222.75,516644.062
sens_fault_low,901.0,5236273.0,1166061.62,781420672.0,339.419495,4468.49609,6699.02588,1914.73645,0.640157223,281.995544,3066370.25,550707.062
sens_fault_low,911.0,5279548.5,1232726.0,787706176.0,339.192322,4327.57666,6666.4458,1846.04395,0.65141058,281.307068,3084830.5,585204.188
sens_fault_low,921.0,5320324.5,1301180.75,793624512.0,339.347046,4077.58032,6845.4707,1977.9845,0.663477182,276.703857,3104610.5,624201.438
sens_fault_low,931.0,5360211.5,1366204.38,799413120.0,340.163025,3988.73438,6502.36182,1610.40588,0.671844959,284.269012,3120714.5,657171.938
sens_fault_low,941.0,5401226.5,1433751.38,805369920.0,339.903778,4101.49414,6754.69824,1608.62073,0.681780815,283.231934,3136800.75,691636.438
sens_fault_low,951.0,5440486.5,1501256.25,811068736.0,339.979584,3925.98901,6750.48975,1566.34631,0.691274047,283.056335,3152464.25,726708.812
sens_fault_low,961.0,5472060.5,1558291.75,815639296.0,341.045563,3157.3938,5703.54834,1287.03857,0.693772256,290.197052,3165334.5,755867.25
sens_fault_low,971.0,5472060.5,1558291.75,815639296.0,341.311981,0.0,0.0,-0.0,0.0,322.528107,3165334.5,755867.25
sens_fault_low,981.0,5502187.5,1604840.5,819992128.0,341.04248,2985.83569,4691.48877,1287.78894,0.660691142,292.319855,3178691.25,780255.188
sens_fault_low,982.0,5505340.0,1610438.38,820448704.0,341.151184,3152.25854,5597.86133,1874.14539,0.667168975,280.828857,3180565.25,784011.938
sens_fault_low,991.0,5532178.0,1663031.75,824329152.0,342.008942,2946.56177,5894.94678,1731.8916,0.695786953,279.113068,3196361.75,819360.812
sens_fault_low,994.0,5541151.0,1678503.25,825626112.0,341.200165,2990.99243,5157.17334,1212.04822,0.695644438,289.883667,3199998.0,827671.75
sens_fault_low,998.0,5554095.5,1697669.62,827513728.0,340.114014,3236.14551,4791.59424,1215.03906,0.694808364,289.371979,3204858.0,838736.5
sens_fault_low,1001.0,5563692.5,1712212.5,828911040.0,339.301666,3198.93433,4847.62988,1179.36743,0.705155194,281.970886,3208396.25,847198.312
sens_fault_low,1011.0,5603714.5,1774137.12,834745984.0,342.618225,3932.38306,6293.3584,1219.77759,0.733575761,281.093628,3220790.25,880504.875
sens_fault_low,1021.0,5643365.0,1842360.5,840526080.0,342.378357,3965.0918,6822.33838,1297.17725,0.743848681,277.005432,3233762.25,918174.125
sens_fault_low,1031.0,5682656.0,1913750.88,846255104.0,342.450531,3929.09058,7139.03125,1314.43506,0.751419365,275.252075,3246906.5,957907.438
sens_fault_low,1041.0,5721562.5,1984903.12,851933888.0,338.945038,3890.64062,7115.23438,1311.04895,0.750199139,270.580231,3260017.0,997280.688
sens_fault_low,1051.0,5754090.0,2049260.88,856671168.0,339.760223,3252.73828,6435.77539,1188.21472,0.750342071,276.171906,3271899.0,1032992.25
sens_fault_low,1061.0,5789351.0,2116846.75,861814208.0,337.576569,3526.09204,6758.58105,1237.05579,0.751813173,271.98999,3284269.75,1070465.38
sens_fault_low,1071.0,5825054.5,2191661.75,867014080.0,341.250031,3570.38232,7481.49072,1295.87488,0.76139617,272.256775,3297228.5,1111817.38
sens_fault_low,1081.0,5859619.0,2264784.75,872048576.0,340.783813,3456.43115,7312.30713,1207.1842,0.766256571,274.257202,3309300.25,1151391.25
sens_fault_low,1091.0,5894043.0,2339493.0,877062272.0,340.871033,3442.427,7470.82373,1193.1156,0.772480965,273.796783,3321231.5,1191900.38
sens_fault_low,1101.0,5927377.5,2413803.75,881915648.0,340.858459,3333.41895,7431.08252,1145.26538,0.778102875,274.549896,3332684.0,1232060.12
sens_fault_low,1111.0,5960161.5,2490700.75,886686208.0,340.759521,3278.42407,7689.68896,1175.81189,0.784370661,271.652954,3344442.25,1274831.38
sens_fault_low,1121.0,5992800.0,2567990.0,891435584.0,340.389008,3263.85645,7728.94385,1131.37781,0.790547729,272.16687,3355756.0,1317533.62
sens_fault_low,1131.0,6016714.0,2627229.5,894905344.0,340.77301,2418.87427,5884.14648,855.948547,0.787206233,284.884857,3364284.75,1349242.12
sens_fault_low,1141.0,6043913.0,2687300.25,898865088.0,334.378998,2719.8877,6007.07617,940.698425,0.785712063,273.900726,3373691.75,1383734.0
sens_fault_low,1151.0,6071862.5,2754022.75,902923776.0,339.113068,2794.93091,6672.24365,946.77533,0.793426752,277.576447,3383159.5,1420098.62
sens_fault_low,1161.0,6102362.5,2827824.0,907353216.0,340.964783,3050.02661,7380.13574,969.532227,0.801464379,277.661865,3392854.75,1459237.5
sens_fault_low,1171.0,6133180.0,2903339.75,911829632.0,340.716644,3081.75732,7551.57861,956.1745,0.807200074,277.061859,3402416.5,1499269.88
sens_fault_low,1181.0,6162413.0,2978643.5,916072384.0,341.045807,2923.29492,7530.37598,944.93811,0.812061846,276.873291,3411866.0,1540099.75
sens_fault_low,1191.0,6192927.0,3057462.75,920502592.0,340.779205,3051.36035,7881.91846,953.91095,0.81654346,275.003571,3421405.0,1582557.12
sens_fault_low,1201.0,6223083.5,3137537.25,924879360.0,340.714172,3015.6875,8007.43457,942.496704,0.820569098,274.460846,3430830.0,1625659.25
sens_fault_low,1211.0,6252602.0,3218942.5,929161344.0,340.658997,2951.85767,8140.5415,946.937988,0.824715614,273.348389,3440299.5,1670212.75
sens_fault_low,1221.0,6281817.5,3300297.75,933398528.0,340.428131,2921.50537,8135.51611,916.904358,0.828086317,273.908325,3449468.5,1714378.88
sens_fault_low,1231.0,6310816.5,3380892.5,937604160.0,340.08432,2899.94312,8059.48975,874.464478,0.830655992,275.128052,3458213.0,1757272.62
sens_fault_low,1241.0,6339495.0,3462080.0,941762368.0,339.46228,2867.82446,8118.74268,872.596313,0.833478391,273.965118,3466939.0,1800948.0
sens_fault_low,1251.0,6366575.5,3541524.75,945685184.0,339.834259,2708.0437,7944.46582,837.957703,0.836134255,275.497986,3475318.75,1843705.25
sens_fault_low,1261.0,6394816.5,3623720.0,949777600.0,339.32663,2824.09253,8219.54004,842.643555,0.839427948,274.138794,3483745.0,1887756.38
sens_fault_low,1271.0,6412055.5,3677992.5,952264960.0,339.222565,1770.70618,5359.63184,569.360046,0.830954552,289.968689,3489358.75,1915857.75
sens_fault_low,1281.0,6415191.5,3690345.0,952707456.0,339.813965,313.583527,1235.24536,149.396317,0.778356135,312.75235,3490852.75,1921104.25
sens_fault_low,1291.0,6424826.0,3712492.5,954094464.0,339.932861,963.440186,2214.7356,298.009216,0.771758497,307.410583,3493832.75,1931180.88
sens_fault_low,1301.0,6433729.5,3732539.25,955375104.0,340.557556,899.787659,1991.37402,298.513733,0.760504901,308.229828,3496791.5,1940697.62
sens_fault_low,1311.0,6444078.5,3753576.25,956864576.0,340.615234,1034.91077,2103.69678,317.310608,0.754848599,307.562897,3499964.75,1950468.0
sens_fault_low,1321.0,6473208.5,3816851.75,961080576.0,340.464233,2912.98975,6327.54883,811.365479,0.807970941,282.902161,3508078.25,1984606.62
sens_fault_low,1331.0,6503910.5,3894952.25,965521728.0,340.072754,3070.21558,7810.04248,896.793396,0.831875443,273.450806,3517046.25,2028979.62
sens_fault_low,1341.0,6532844.5,3972514.75,969704832.0,339.327881,2893.42725,7756.25146,802.038208,0.84177506,275.459503,3525066.75,2071649.0
sens_fault_low,1351.0,6562250.0,4052464.75,973956480.0,338.634399,2940.52197,7994.99805,758.70166,0.848144352,275.85788,3532653.75,2114024.0
sens_fault_low,1361.0,6591149.0,4133015.25,978133440.0,338.021271,2889.90503,8055.05273,713.709717,0.852154553,276.494232,3539790.75,2155161.0
sens_fault_low,1371.0,6619085.5,4212693.5,982169536.0,337.595337,2793.66724,7967.84131,673.138184,0.855645895,278.166718,3546522.25,2195060.75
sens_fault_low,1381.0,6642585.5,4286656.0,985557952.0,337.921753,2349.98267,7396.23828,641.760254,0.85778147,279.813721,3552939.75,2233768.0
sens_fault_low,1391.0,6650215.5,4316288.5,986645184.0,338.298584,828.267334,2868.95947,282.290283,0.833423853,303.410614,3555650.0,2248052.75
sens_fault_low,1401.0,6650215.5,4316288.5,986645184.0,338.858795,0.0,0.0,-0.0,0.0,318.966064,3555650.0,2248052.75
sens_fault_low,1411.0,6666051.5,4357117.0,988917696.0,338.648956,1577.0293,4091.1709,507.770996,0.81360507,293.411407,3561029.75,2269785.75
sens_fault_low,1421.0,6693031.5,4429318.0,992806144.0,338.120453,2698.01611,7220.07568,750.187683,0.843770742,276.309906,3568531.75,2310302.25
sens_fault_low,1431.0,6706051.0,4468833.0,994670912.0,338.506317,1325.75854,3917.02881,403.989899,0.837563634,296.144684,3572532.5,2331188.5
sens_fault_low,1441.0,6715887.5,4493695.0,996079168.0,338.623993,983.622803,2486.20386,244.88356,0.815816104,305.637451,3574981.25,2342035.5
sens_fault_low,1451.0,6739677.0,4552595.5,999505088.0,338.43866,2334.67334,5953.82812,587.343933,0.843185246,285.431213,3581012.75,2373391.0
sens_fault_low,1461.0,6756562.5,4599416.5,1001928640.0,338.632507,1693.33008,4675.17383,449.818756,0.84406203,293.074921,3585517.75,2397729.0
sens_fault_low,1471.0,6764714.5,4623858.5,1003092220.0,338.555634,848.654602,2395.96338,267.388947,0.824063838,304.282959,3588129.25,2410342.0
sens_fault_low,1481.0,6780723.5,4664226.5,1005391100.0,337.623688,1600.88794,4036.75659,436.884308,0.833035707,293.512543,3592498.25,2432139.5
sens_fault_low,1491.0,6801211.5,4720467.5,1008332480.0,338.995789,2048.79077,5624.11963,560.55658,0.848827958,286.614471,3598103.75,2463614.75
sens_fault_low,1501.0,6820594.0,4783920.0,1011124860.0,339.392303,1938.25122,6345.25537,760.487671,0.863785625,272.201782,3605708.5,2511840.0
sens_fault_low,1511.0,6841683.0,4853503.0,1014166910.0,339.415192,2108.9292,6958.30029,753.415161,0.87113291,270.35791,3613242.75,2562770.25
sens_fault_low,1521.0,6861971.0,4922293.5,1017091650.0,339.006714,2028.75513,6879.05664,708.81543,0.874606252,271.85498,3620331.0,2612209.25
sens_fault_low,1531.0,6882148.0,4991920.0,1019999040.0,338.497223,2017.73621,6962.63086,693.462097,0.877051055,271.770996,3627265.5,2661677.25
sens_fault_low,1541.0,6901627.5,5060618.5,1022803520.0,337.804688,1947.92212,6869.85352,669.717407,0.878547966,272.039612,3633962.75,2710122.5
sens_fault_low,1551.0,6917316.0,5126253.5,1025056580.0,337.966125,1568.8772,6563.49561,673.348755,0.879727662,271.283112,3640696.25,2759374.5
sens_fault_low,1561.0,6937931.5,5197881.5,1028021180.0,337.441956,2061.56006,7162.82861,659.292358,0.881543815,271.388641,3647289.0,2808438.5
sens_fault_low,1571.0,6957930.5,5270311.0,1030894400.0,337.073029,1999.89563,7242.95361,653.777771,0.883533835,270.819092,3653826.75,2858035.25
sens_fault_low,1581.0,6977547.5,5341588.0,1033710780.0,336.504944,1961.69202,7127.68457,622.841492,0.885040045,271.976166,3660055.25,2905986.0
sens_fault_low,1591.0,6996954.0,5413383.0,1036495100.0,335.257233,1940.63037,7179.47412,621.323669,0.886441171,270.300171,3666268.5,2954486.5
sens_fault_low,1601.0,7016703.0,5486380.5,1039326400.0,335.232117,1974.92334,7299.76416,606.564392,0.888304293,270.822784,3672334.25,3002726.0
sens_fault_low,1611.0,7035561.0,5556914.5,1042027330.0,334.724274,1885.77063,7053.41406,573.378357,0.8893677,272.447754,3678068.0,3048819.5
sens_fault_low,1621.0,7054665.0,5629368.0,1044761660.0,333.960846,1910.42114,7245.36182,582.574585,0.890853405,270.539398,3683893.75,3096369.25
sens_fault_low,1631.0,7073130.5,5701908.0,1047401980.0,333.568573,1846.53821,7254.00391,579.280701,0.8923406,269.876251,3689686.5,3144383.25
sens_fault_low,1641.0,7090598.0,5771501.0,1049897280.0,333.121185,1746.77698,6959.26318,550.103394,0.892975807,271.351532,3695187.5,3190282.0
sens_fault_low,1651.0,7108995.0,5843179.0,1052523650.0,332.752869,1839.66968,7167.81348,550.525024,0.893887997,270.580933,3700692.75,3236658.25
sens_fault_low,1661.0,7126875.0,5915940.5,1055074050.0,332.833405,1788.02124,7276.13281,557.350647,0.895340681,269.860931,3706266.25,3284338.5
sens_fault_low,1671.0,7144818.5,5989111.0,1057632060.0,331.567474,1794.31116,7317.05127,557.687073,0.896112919,268.111877,3711843.25,3332443.75
sens_fault_low,1681.0,7162342.0,6062872.0,1060127680.0,332.502899,1752.3811,7376.13672,549.637939,0.897407651,269.345093,3717339.5,3380522.25
sens_fault_low,1691.0,7172658.0,6108840.5,1061593860.0,332.728607,1031.60291,4596.82129,355.470398,0.891813397,285.418945,3720894.25,3409824.75
sens_fault_low,1701.0,7172658.0,6108840.5,1061593860.0,333.363525,0.0,0.0,-0.0,0.0,312.728577,3720894.25,3409824.75
sens_fault_low,1711.0,7172658.0,6108840.5,1061593860.0,333.961639,0.0,0.0,-0.0,0.0,313.899384,3720894.25,3409824.75
sens_fault_low,1721.0,7172658.0,6108840.5,1061593860.0,334.983429,0.0,0.0,-0.0,0.0,315.194855,3720894.25,3409824.75
sens_fault_low,1731.0,7172658.0,6108840.5,1061593860.0,335.415863,0.0,0.0,-0.0,0.0,315.673096,3720894.25,3409824.75
sens_fault_low,1741.0,7188683.5,6148311.0,1063865280.0,335.62088,1543.38086,4029.93677,548.144775,0.828387022,287.182007,3727374.25,3434864.75
sens_fault_low,1751.0,7206724.0,6205178.5,1066429180.0,334.698578,1804.03247,5686.7793,595.408081,0.868412614,276.064758,3733328.25,3474158.75
sens_fault_low,1761.0,7219687.0,6251876.0,1068270590.0,332.553589,1296.31543,4669.73242,474.392853,0.875970483,278.736664,3738072.25,3507663.25
sens_fault_low,1771.0,7242124.5,6321338.5,1071460350.0,326.826202,2243.72095,6946.26758,615.486267,0.883629203,262.038269,3744227.0,3554398.5
sens_fault_low,1781.0,7262590.0,6392893.0,1074363900.0,332.168152,1983.76526,7245.10352,563.391663,0.891425371,270.2164,3749953.0,3600524.5
sens_fault_low,1791.0,7281815.0,6466819.5,1077088380.0,332.367371,1904.31604,7418.58301,546.609802,0.895837486,270.787384,3755469.0,3647464.25
sens_fault_low,1801.0,7300224.5,6541319.0,1079694850.0,332.398773,1840.93347,7449.94678,528.829773,0.898693562,271.078247,3760757.25,3694377.0
sens_fault_low,1811.0,7316273.5,6607608.0,1081965180.0,332.225922,1604.92139,6628.94727,460.226135,0.899288595,275.953583,3765359.5,3735472.25
sens_fault_low,1821.0,7333303.5,6678517.5,1084372860.0,333.023499,1702.98218,7090.92725,478.912628,0.901219726,274.775818,3770148.75,3779165.75
sens_fault_low,1831.0,7351702.0,6753619.5,1086972290.0,332.366852,1839.88135,7510.19922,486.362335,0.903107166,272.876282,3775012.25,3824498.0
sens_fault_low,1841.0,7369646.5,6830531.0,1089506560.0,330.902771,1794.4386,7691.14209,504.811188,0.904619336,269.112488,3780060.5,3872376.0
sens_fault_low,1851.0,7386404.0,6905977.5,1091870850.0,332.918518,1675.75842,7544.66162,475.462402,0.906527519,273.187927,3784815.0,3918487.75
sens_fault_low,1861.0,7402708.0,6981456.5,1094170110.0,333.482574,1630.39392,7547.89307,468.590881,0.907874346,274.036591,3789501.0,3964666.25
sens_fault_low,1871.0,7419226.5,7058274.0,1096498430.0,333.81192,1651.86719,7681.74463,464.455261,0.909086823,274.115723,3794145.5,4011109.5
sens_fault_low,1881.0,7435387.0,7135470.5,1098775170.0,334.148407,1616.0321,7719.67139,461.125214,0.910354674,274.273285,3798756.75,4057937.0
sens_fault_low,1891.0,7451677.0,7213796.0,1101069180.0,334.214691,1629.00391,7832.53467,457.19455,0.911601365,274.20282,3803328.75,4105084.75
sens_fault_low,1901.0,7457467.5,7241534.0,1101881860.0,334.183136,600.731506,2742.81738,161.843155,0.89437896,301.69397,3804889.5,4118871.5
sens_fault_low,1911.0,7464969.5,7260034.0,1102932480.0,335.798218,750.200989,1850.02136,-0.0,0.0,316.660461,3804889.5,4118871.5
sens_fault_low,1921.0,7478243.5,7312020.5,1104802560.0,337.902313,1327.41321,5198.64502,375.804169,0.884629488,294.273285,3808647.5,4147687.0
sens_fault_low,1931.0,7485829.0,7343351.0,1105869440.0,339.639008,758.530884,3133.01465,213.774368,0.884734571,304.25119,3810785.25,4164095.5
sens_fault_low,1941.0,7504127.0,7424328.0,1108445950.0,339.736084,1829.8302,8097.73096,516.643066,0.906509578,276.718872,3815951.75,4214191.0
sens_fault_low,1951.0,7521440.0,7506220.0,1110880640.0,339.154266,1731.27271,8189.17773,474.762482,0.913404346,276.28125,3820699.25,4264268.5
sens_fault_low,1961.0,7538075.0,7589302.5,1113218430.0,339.418793,1663.49255,8308.25977,457.106262,0.91684866,276.925232,3825270.5,4314670.0
sens_fault_low,1971.0,7554655.0,7667719.5,1115548930.0,333.447418,1658.02917,7841.70947,432.255554,0.916484892,272.438721,3829593.0,4362105.5
sens_fault_low,1981.0,7570156.5,7750012.0,1117726590.0,338.039551,1550.15564,8229.24219,435.826233,0.919470072,276.506012,3833951.25,4411867.0
sens_fault_low,1991.0,7585469.0,7830963.0,1119877120.0,338.064056,1526.49976,8101.80615,411.842255,0.920725703,278.627045,3838083.25,4459680.5
sens_fault_low,2001.0,7599114.0,7905868.5,1121793410.0,338.536102,1364.52502,7490.50635,379.720917,0.921068072,281.925018,3841880.5,4503991.0
sens_fault_low,2011.0,7608303.0,7953313.5,1123081730.0,340.233368,918.889343,4744.52051,224.954651,0.915543973,299.584076,3844130.0,4528377.0
sens_fault_low,2021.0,7622747.5,8030347.0,1125110780.0,340.522919,1444.42175,7703.37598,397.314941,0.919974625,282.780914,3848103.25,4574052.5
sens_fault_low,2031.0,7635460.0,8104478.5,1126896380.0,341.544861,1271.28308,7413.10107,385.891663,0.922318816,283.834961,3851962.0,4619870.0
sens_fault_low,2041.0,7646013.0,8142897.5,1128337280.0,340.992859,1055.2771,3841.92041,186.905304,0.914311826,303.991638,3853831.0,4639813.0
sens_fault_low,2051.0,7667016.5,8216340.5,1131165820.0,340.894379,2100.36108,7344.30664,387.43692,0.920905471,285.274078,3857705.5,4684922.5
sens_fault_low,2061.0,7690960.5,8302738.0,1134372990.0,340.703827,2394.37964,8639.74219,421.417542,0.925755203,280.701782,3861919.75,4737469.0
sens_fault_low,2071.0,7709671.5,8390015.0,1136912900.0,341.60437,1871.0946,8727.71582,408.12207,0.928380072,281.516693,3866000.75,4790372.5
sens_fault_low,2081.0,7729077.0,8469623.0,1139514750.0,340.409637,1940.57007,7960.81104,364.600555,0.928889036,284.996399,3869646.75,4837998.5
sens_fault_low,2091.0,7741227.0,8518148.0,1141135620.0,340.802521,1215.00671,4852.47021,226.838196,0.924350441,300.53653,3871915.25,4865715.5
sens_fault_low,2101.0,7760852.5,8592249.0,1143755010.0,341.370544,1962.55603,7410.10303,334.102417,0.926873863,290.279999,3875256.25,4908063.0
sens_fault_low,2111.0,7784247.5,8679337.0,1146863620.0,340.396301,2339.46851,8708.8291,390.517059,0.93008399,282.122986,3879161.5,4960013.0
sens_fault_low,2121.0,7803396.5,8754316.0,1149404290.0,340.534058,1914.91589,7497.86816,328.989716,0.930632114,288.704712,3882451.25,5004150.0
sens_fault_low,2131.0,7820721.0,8823027.0,1151698050.0,339.112915,1732.44214,6871.09375,314.352295,0.930181801,288.904358,3885594.75,5046030.5
sens_fault_low,2141.0,7839451.0,8886166.0,1154165380.0,339.84787,1873.0094,6313.92725,257.853546,0.928805292,296.690399,3888173.5,5079670.0
sens_fault_low,2151.0,7861034.0,8969498.0,1157022210.0,340.228333,2158.32422,8333.21094,355.604889,0.932082057,286.170715,3891729.5,5128472.0
sens_fault_low,2161.0,7883196.5,9056381.0,1159952380.0,340.062347,2216.21533,8688.26074,356.552002,0.934416294,285.040131,3895295.0,5179272.5
sens_fault_low,2171.0,7902999.0,9134336.0,1162567170.0,339.721558,1980.26758,7795.49902,310.574341,0.93475765,289.625885,3898400.75,5223770.0
sens_fault_low,2181.0,7918838.5,9199331.0,1164651260.0,341.09079,1583.93054,6499.56445,272.28183,0.934018493,295.135437,3901123.5,5262313.5
sens_fault_low,2191.0,7938810.5,9279654.0,1167284350.0,342.48056,1997.19861,8032.22021,318.187439,0.935558259,290.594238,3904305.5,5308507.5
sens_fault_low,2201.0,7957241.0,9354903.0,1169714560.0,343.323425,1844.11084,7523.3252,297.344055,0.935777545,292.82901,3907279.75,5351832.0
sens_fault_low,2208.0,7972408.0,9411817.0,1171711230.0,344.053375,2166.70215,8130.62695,309.327209,0.936682701,292.762787,3909445.0,5383864.5
sens_fault_low,2209.0,7975017.5,9419947.0,1172051840.0,344.00119,2609.21533,8130.12988,308.650757,0.936824501,292.984497,3909753.75,5388441.5
sens_fault_low,2211.0,7980083.5,9436210.0,1172714110.0,343.962402,2533.20093,8131.47949,307.465973,0.937073529,293.419037,3910368.5,5397598.5
sens_fault_low,2221.0,8003455.5,9487131.0,1175734530.0,345.669983,2339.38013,5091.59717,109.347061,0.926267624,321.833221,3911421.25,5411393.5
sens_fault_low,2231.0,8019749.5,9544091.0,1177849980.0,343.725403,1629.42212,5696.03906,239.656387,0.930591822,304.137421,3913818.0,5443525.5
sens_fault_low,2241.0,8039636.0,9611392.0,1180417660.0,344.133606,1988.61975,6730.11963,254.148346,0.934037328,301.27475,3916359.25,5479513.0
sens_fault_low,2251.0,8063963.5,9696312.0,1183566210.0,342.079498,2432.77222,8491.94629,325.873322,0.938030541,289.643585,3919618.0,5528840.5
sens_fault_low,2261.0,8088234.0,9782300.0,1186703740.0,340.951233,2427.05615,8598.80859,314.895233,0.940157413,289.329346,3922767.0,5578312.0
sens_fault_low,2271.0,8112295.5,9869199.0,1189810560.0,339.8508,2406.14746,8689.94434,309.234863,0.941313684,288.764496,3925859.5,5627912.5
sens_fault_low,2281.0,8125407.0,9923310.0,1191504900.0,342.071503,1311.10754,5411.01953,188.544006,0.938346624,305.81958,3927744.75,5656608.5
sens_fault_low,2291.0,8146186.0,10003288.0,1194193150.0,343.052185,2077.92041,7997.80664,280.12796,0.940491557,295.792267,3930546.0,5700880.5
sens_fault_low,2301.0,8169020.5,10092091.0,1197141890.0,343.605042,2283.44312,8880.3916,306.688141,0.943005085,292.655884,3933613.0,5751623.5
sens_fault_low,2304.0,8175797.0,10117346.0,1198014210.0,343.742828,2258.87183,8418.24805,282.244781,0.943501532,295.851349,3934459.75,5765763.5
sens_fault_low,2305.0,8178762.5,10125769.0,1198410240.0,343.538147,2965.49731,8422.83301,281.848389,0.943582773,296.046417,3934741.5,5770477.5
sens_fault_low,2306.0,8182076.0,10134194.0,1198857980.0,343.217285,3313.45776,8425.27246,281.482513,0.943657815,296.083984,3935023.0,5775192.0
sens_fault_low,2307.0,8185664.0,10142620.0,1199346690.0,342.807922,3587.77808,8425.81738,281.150787,0.943725884,295.996307,3935304.25,5779907.0
sens_fault_low,2309.0,8192508.5,10159472.0,1200274820.0,342.134552,3422.25171,8426.12695,280.529053,0.943853378,295.623901,3935865.25,5789338.5
sens_fault_low,2311.0,8199266.5,10176325.0,1201190270.0,341.509857,3379.07202,8426.21875,279.920532,0.94397825,295.158264,3936425.0,5798772.0
sens_fault_low,2321.0,8231782.0,10265006.0,1205556860.0,340.872955,3243.02075,8879.91504,287.514435,0.945402682,293.584412,3939317.5,5848533.5
sens_fault_low,2331.0,8255839.0,10311951.0,1208780160.0,331.930054,2405.72607,4694.4165,120.642502,0.936547458,304.9617,3940523.75,5866340.0
sens_fault_low,2341.0,8281915.0,10362739.0,1212262140.0,340.551147,2579.80591,5117.67969,108.414169,0.930280864,318.167603,3941588.75,5880833.5
sens_fault_low,2351.0,8309817.5,10452729.0,1215986560.0,341.970337,2790.26807,8998.99414,310.388245,0.941791415,294.014587,3944692.75,5931053.0
sens_fault_low,2361.0,8338338.0,10543005.0,1219802500.0,341.52301,2852.03906,9027.59375,287.94043,0.945740044,293.947388,3947572.0,5981240.5
sens_fault_low,2371.0,8364289.5,10627021.0,1223271680.0,340.558075,2595.1228,8401.59863,260.629333,0.946688354,295.489258,3950178.25,6027522.0
sens_fault_low,2381.0,8390567.0,10714691.0,1226785660.0,341.477386,2627.76978,8766.98242,266.449707,0.94784981,295.165161,3952842.75,6075950.5
sens_fault_low,2391.0,8416531.0,10799555.0,1230256640.0,339.512726,2596.41431,8486.42188,255.323471,0.948097706,294.352966,3955396.0,6122590.5
sens_fault_low,2401.0,8441031.0,10882492.0,1233529730.0,341.378662,2450.00317,8293.69238,244.245789,0.948867321,298.046417,3957838.5,6167915.0
sens_fault_low,2411.0,8466552.0,10971958.0,1236946430.0,341.610077,2552.04858,8946.58594,259.77774,0.949857175,295.622406,3960436.25,6217124.5
sens_fault_low,2421.0,8491770.0,11063051.0,1240325250.0,342.024323,2521.83887,9109.29102,263.746857,0.950954199,294.759705,3963073.75,6268263.0
sens_fault_low,2431.0,8497907.0,11098233.0,1241142660.0,343.631897,613.739075,3518.15869,113.112038,0.945093334,315.35965,3964205.0,6287732.5
sens_fault_low,2441.0,8513100.0,11180902.0,1243166980.0,346.420258,1519.27673,8266.91406,257.277985,0.948676705,297.660736,3966777.75,6335288.5
sens_fault_low,2451.0,8539302.0,11269664.0,1246662910.0,346.612335,2620.18457,8876.25098,256.434052,0.950944006,298.084686,3969342.0,6384998.0
sens_fault_low,2461.0,8564588.0,11361276.0,1250039940.0,346.920319,2518.64038,9174.16504,257.056,0.952577651,298.452545,3971931.5,6436606.0
sens_fault_low,2471.0,8585047.0,11442558.0,1252761730.0,347.232574,2045.95642,8128.2207,228.412094,0.952769935,302.311584,3974215.75,6482683.5
sens_fault_low,2481.0,8608920.0,11531735.0,1255961220.0,347.491638,2387.28149,8917.68164,242.292801,0.953534961,300.368958,3976638.75,6532405.5
sens_fault_low,2491.0,8631965.0,11619400.0,1259050240.0,348.785004,2304.44678,8766.4375,232.945358,0.954261541,302.839539,3978968.0,6581006.0
sens_fault_low,2501.0,8654622.0,11706216.0,1262088060.0,349.741974,2265.698,8681.63965,225.925919,0.954765022,304.705261,3981227.5,6628692.0
sens_fault_low,2511.0,8677485.0,11797219.0,1265155070.0,350.695862,2286.36304,9100.29785,227.02359,0.955426753,305.298676,3983497.5,6677354.5
sens_fault_low,2521.0,8699492.0,11883802.0,1268103420.0,347.810333,2200.69849,8658.35547,208.588516,0.954864562,304.284424,3985583.5,6721482.5
