CASE,TIME,FOPT,FWPT,FGPT,FPR,FOPR,FWPR,WOPR:P-F-12,WWCT:P-F-12,WBHP:P-F-12,WOPT:P-F-12,WWPT:P-F-12
BASE,1851.0,7395586.5,6893010.5,1093215100.0,332.168884,1668.66309,7554.71582,472.596649,0.907114983,272.469543,3789517.25,3911863.5
BASE,1861.0,7411825.0,6968582.5,1095505280.0,332.682343,1623.83997,7557.18652,465.850433,0.908435822,273.263062,3794175.75,3958082.0
BASE,1871.0,7428284.5,7045483.5,1097825410.0,332.951202,1645.9425,7690.12939,461.846313,0.909618616,273.278229,3798794.0,4004563.25
BASE,1881.0,7444390.0,7122758.5,1100094720.0,333.238586,1610.54761,7727.50098,458.647156,0.910856485,273.383911,3803380.5,4051427.25
BASE,1891.0,7460624.5,7201163.0,1102381180.0,333.269928,1623.48352,7840.42676,454.82193,0.912079096,273.278412,3807928.75,4098609.75
BASE,1901.0,7466309.5,7229051.0,1103179010.0,333.316772,602.194336,2740.6748,162.503342,0.893930614,300.868347,3809464.25,4112432.75
BASE,1911.0,7473786.0,7247586.0,1104226180.0,335.044495,747.645569,1853.47095,-0.0,0.0,315.869934,3809464.25,4112432.75
BASE,1921.0,7487014.5,7299636.0,1106090240.0,337.143433,1322.88635,5205.03564,374.804382,0.884952784,290.729126,3813212.25,4141263.0
BASE,1931.0,7494569.0,7331010.5,1107152770.0,338.87381,755.405518,3137.42358,212.967484,0.885192275,303.489197,3815342.0,4157683.5
BASE,1941.0,7512814.5,7412062.5,1109722110.0,338.844757,1824.58179,8105.21582,514.308838,0.906950414,275.866486,3820485.0,4207813.0
BASE,1951.0,7530098.0,7493996.5,1112152960.0,338.11972,1728.34631,8193.375,472.726471,0.913790941,275.263519,3825212.25,4257920.5
BASE,1961.0,7546719.0,7577100.0,1114489090.0,338.236633,1662.08716,8310.37207,455.35025,0.917181373,275.747192,3829765.75,4308348.5
BASE,1971.0,7563280.5,7655544.5,1116817150.0,332.263367,1656.18152,7844.44922,430.643494,0.91680944,271.241638,3834072.25,4355808.0
BASE,1981.0,7578770.0,7737856.0,1118993280.0,336.718018,1548.9436,8231.13086,434.321106,0.919759929,275.194153,3838415.5,4405592.5
BASE,1991.0,7594024.0,7818892.5,1121135740.0,336.677307,1525.40027,8103.64111,410.605347,0.920974493,277.200073,3842521.5,4453445.0
BASE,2001.0,7607656.0,7893818.5,1123050240.0,337.121307,1363.20154,7492.60254,378.584656,0.921314597,280.514404,3846307.25,4497773.0
BASE,2011.0,7616827.5,7941288.5,1124336260.0,338.828705,917.140198,4747.03271,224.243256,0.915822268,298.17572,3848549.75,4522170.0
BASE,2021.0,7631253.0,8018350.5,1126362750.0,339.081665,1442.53723,7706.18848,395.997833,0.920250654,281.365509,3852509.75,4567865.0
BASE,2031.0,7643945.5,8092512.0,1128145660.0,340.065369,1269.25024,7416.16504,384.557098,0.922598243,282.373993,3856355.25,4613703.0
BASE,2041.0,7654486.0,8130948.5,1129585280.0,339.512939,1054.05286,3843.61987,186.289108,0.914606273,302.495087,3858218.25,4633655.0
BASE,2051.0,7675475.0,8204414.0,1132411900.0,339.342468,2098.89355,7346.57812,386.198578,0.921168327,283.736237,3862080.25,4678783.5
BASE,2061.0,7699426.0,8290804.0,1135620100.0,338.958923,2395.11938,8639.00488,420.30481,0.925959051,278.959564,3866283.25,4731347.0
BASE,2071.0,7718164.0,8378047.0,1138163840.0,339.626678,1873.802,8724.28027,407.306519,0.92852968,279.527893,3870356.25,4784263.5
BASE,2081.0,7737595.0,8457624.0,1140769280.0,338.353027,1943.09302,7957.71777,363.951508,0.929021895,282.903229,3873995.75,4831900.5
BASE,2091.0,7749748.0,8506147.0,1142390660.0,338.778076,1215.29883,4852.31689,226.441895,0.924488842,298.476624,3876260.25,4859624.0
BASE,2101.0,7769379.5,8580244.0,1145010820.0,339.297272,1963.15479,7409.61719,333.499512,0.927011609,288.201294,3879595.25,4901981.5
BASE,2111.0,7792786.5,8667319.0,1148121220.0,338.224243,2340.68433,8707.58203,389.855438,0.930207789,279.956787,3883493.75,4953942.0
BASE,2121.0,7811946.5,8742287.0,1150663550.0,338.293549,1916.0177,7496.7666,328.489532,0.930742562,286.453979,3886778.75,4998087.5
BASE,2131.0,7829266.5,8811009.0,1152956670.0,336.943024,1731.99609,6872.15381,313.840454,0.930300653,286.725464,3889917.0,5039977.0
BASE,2141.0,7847986.0,8874166.0,1155422460.0,337.713959,1871.94849,6315.75439,257.413757,0.928931892,294.559937,3892491.25,5073623.5
BASE,2151.0,7869566.0,8957508.0,1158278910.0,338.005188,2157.98218,8334.14941,355.021149,0.932198286,283.972595,3896041.5,5122435.0
BASE,2161.0,7891736.0,9044384.0,1161210240.0,337.733765,2217.01733,8687.67969,356.073669,0.934508383,282.723328,3899602.25,5173243.5
BASE,2171.0,7911543.5,9122338.0,1163825540.0,337.371307,1980.72046,7795.39551,310.204437,0.93483907,287.271698,3902704.25,5217747.5
BASE,2181.0,7927381.5,9187340.0,1165909500.0,338.74173,1583.83081,6500.13477,271.974304,0.934096277,292.781708,3905424.0,5256296.0
BASE,2191.0,7947360.5,9267657.0,1168543620.0,340.047028,1997.91211,8031.74854,317.867981,0.93562603,288.168915,3908602.75,5302495.5
BASE,2201.0,7965796.5,9342905.0,1170974460.0,340.897919,1844.54346,7523.2627,297.047729,0.93584466,290.405945,3911574.0,5345825.0
BASE,2208.0,7980972.0,9399811.0,1172972290.0,341.592865,2167.93164,8129.46631,309.02887,0.936746776,290.316925,3913737.25,5377861.0
BASE,2209.0,7983582.0,9407940.0,1173313020.0,341.536469,2610.40356,8128.98535,308.352966,0.936888516,290.533173,3914045.75,5382438.5
BASE,2211.0,7988651.0,9424201.0,1173975680.0,341.483459,2534.49146,8130.17285,307.179993,0.937135041,290.94931,3914660.0,5391597.0
BASE,2221.0,8012040.0,9475100.0,1176997250.0,343.177185,2340.75,5089.42822,109.283974,0.926311672,319.289124,3915712.25,5405392.5
BASE,2231.0,8028333.0,9532068.0,1179111680.0,341.333435,1629.31262,5696.78857,239.428345,0.930660367,301.723236,3918106.5,5437528.0
BASE,2241.0,8048255.5,9599317.0,1181686140.0,341.772186,1989.05713,6730.49902,252.561768,0.934461176,298.832733,3920658.5,5473501.0
BASE,2251.0,8072583.0,9684246.0,1184833410.0,339.676941,2432.71143,8492.86621,325.004608,0.938200772,287.261017,3923908.5,5522841.5
BASE,2261.0,8096855.5,9770240.0,1187969920.0,338.507172,2427.27441,8599.38574,314.393921,0.940255821,286.897552,3927052.5,5572321.0
BASE,2271.0,8120922.0,9857141.0,1191076100.0,337.367584,2406.63428,8690.1582,308.875946,0.941384256,286.2836,3930141.25,5621927.0
BASE,2281.0,8134028.0,9911265.0,1192768900.0,339.665253,1310.61597,5412.39795,188.338745,0.938416183,303.390167,3932024.75,5650626.0
BASE,2291.0,8154810.0,9991249.0,1195456130.0,340.572815,2078.1731,7998.3335,279.837463,0.940555513,293.315521,3934823.0,5694903.0
BASE,2301.0,8177658.0,10080043.0,1198405250.0,341.016724,2284.8374,8879.4375,306.451416,0.943050861,290.064301,3937887.5,5745650.0
BASE,2304.0,8184439.5,10105294.0,1199277700.0,341.132416,2260.45312,8417.07227,282.052887,0.943541825,293.227081,3938733.75,5759791.5
BASE,2305.0,8187407.0,10113716.0,1199673860.0,340.92157,2967.43604,8421.6543,281.662537,0.943621814,293.413818,3939015.5,5764505.5
BASE,2306.0,8190722.0,10122140.0,1200121600.0,340.59552,3314.87866,8424.03906,281.301819,0.943695784,293.444366,3939296.75,5769220.5
BASE,2307.0,8194311.0,10130565.0,1200610300.0,340.182373,3589.12646,8424.53516,280.975006,0.943762898,293.350739,3939577.75,5773936.0
BASE,2309.0,8201158.5,10147414.0,1201538430.0,339.504822,3423.67261,8424.82129,280.360382,0.943888903,292.971008,3940138.5,5783368.0
BASE,2311.0,8207919.0,10164264.0,1202454020.0,338.876984,3380.41357,8425.03809,279.755646,0.944013,292.501648,3940698.0,5792802.0
BASE,2321.0,8240447.0,10252937.0,1206820740.0,338.210663,3244.17041,8879.10156,287.344269,0.945436537,290.907501,3943588.5,5842567.0
BASE,2331.0,8264485.0,10299911.0,1210040060.0,329.578033,2403.82837,4697.40283,120.520706,0.936613798,302.563721,3944793.75,5860375.5
BASE,2341.0,8290540.0,10350735.0,1213517950.0,338.16568,2578.03784,5120.72266,108.315765,0.930346131,315.792145,3945857.75,5874870.0
BASE,2351.0,8318433.0,10440734.0,1217244160.0,339.42511,2789.25879,8999.88281,310.065308,0.941854,291.495117,3948958.25,5925095.0
BASE,2361.0,8346939.0,10531009.0,1221067010.0,338.910461,2850.60693,9027.51367,287.689087,0.945789158,291.336151,3951835.25,5975286.5
BASE,2371.0,8372876.5,10615032.0,1224540030.0,337.981171,2593.75,8402.34863,260.391785,0.94673872,292.900055,3954439.0,6021572.0
BASE,2381.0,8399145.0,10702709.0,1228056320.0,338.871429,2626.87329,8767.65234,266.208221,0.947898924,292.557312,3957101.25,6070004.5
BASE,2391.0,8425092.0,10787594.0,1231527550.0,337.000427,2594.65991,8488.55469,255.041748,0.948157072,291.836761,3959651.5,6116649.0
BASE,2401.0,8449569.0,10870563.0,1234798980.0,338.936859,2447.76196,8296.85645,243.92691,0.948936403,295.610992,3962091.0,6161979.0
BASE,2411.0,8475063.0,10960064.0,1238214020.0,339.211334,2549.37769,8950.15625,259.380127,0.949936211,293.240051,3964684.75,6211195.5
BASE,2421.0,8500258.0,11051190.0,1241591420.0,339.644165,2519.479,9112.51758,263.333618,0.95103246,292.400146,3967318.0,6262339.0
BASE,2431.0,8506390.0,11086382.0,1242407680.0,341.27536,613.260254,3519.24243,112.961517,0.945167959,312.995972,3968447.75,6281811.0
BASE,2441.0,8521563.0,11169088.0,1244428540.0,344.085419,1517.29871,8270.62695,256.85495,0.948763549,295.349945,3971016.25,6329373.5
BASE,2451.0,8547764.0,11257862.0,1247922820.0,344.179016,2620.06812,8877.32617,256.063019,0.951016366,295.674133,3973576.75,6379088.0
BASE,2461.0,8572961.0,11349594.0,1251290110.0,344.405426,2519.69629,9173.28027,257.276337,0.952535987,295.836823,3976149.5,6430720.0
BASE,2471.0,8593432.0,11430868.0,1254013060.0,344.704193,2047.10962,8127.354,228.372131,0.952778518,299.727173,3978433.25,6476798.0
BASE,2481.0,8617317.0,11520034.0,1257213950.0,344.895325,2388.4353,8916.56836,242.18573,0.953555822,297.749908,3980855.25,6526522.0
BASE,2491.0,8640380.0,11607677.0,1260305020.0,346.081696,2306.36475,8764.38867,232.848846,0.954280913,300.117279,3983183.75,6575123.5
BASE,2501.0,8663062.0,11694467.0,1263345280.0,346.946747,2268.16626,8678.94434,225.857162,0.954779208,301.888641,3985442.25,6622810.5
BASE,2511.0,8685957.0,11785435.0,1266415620.0,347.804199,2289.46704,9096.84082,226.976837,0.955436349,302.383728,3987712.0,6671474.0
BASE,2521.0,8707984.0,11871997.0,1269365760.0,344.967133,2202.78931,8656.20508,208.520096,0.95487982,301.419159,3989797.25,6715603.0
BASE,2524.0,8709587.0,11881534.0,1269579520.0,346.076874,534.248535,3178.95435,-0.0,0.0,332.852325,3989797.25,6715603.0
BASE,2531.0,8713515.0,11903520.0,1270104580.0,348.692596,571.68634,3125.77588,-0.0,0.0,321.434326,3989797.25,6715603.0
BASE,2541.0,8719506.0,11936259.0,1270922370.0,351.743042,599.157776,3273.9187,-0.0,0.0,324.81192,3989797.25,6715603.0
BASE,2551.0,8726750.0,11969899.0,1271901700.0,354.9216,724.31543,3363.96558,-0.0,0.0,326.353729,3989797.25,6715603.0
BASE,2558.0,8733407.0,11994642.0,1272793090.0,354.999481,950.99292,3534.75415,-0.0,0.0,326.444061,3989797.25,6715603.0
BASE,2561.0,8743771.0,12006491.0,1274215040.0,352.063232,3454.94067,3949.73193,717.617493,0.400604218,303.265045,3991950.0,6717042.0
BASE,2571.0,8774092.0,12047854.0,1278368510.0,347.679047,3006.98584,4171.37891,549.671021,0.545026541,289.111084,3997574.0,6723459.0
BASE,2581.0,8800947.0,12090842.0,1282000510.0,344.600006,2685.5354,4298.72803,628.335571,0.546777368,279.890289,4003857.25,6731039.5
BASE,2591.0,8822718.0,12131496.0,1284906240.0,341.669037,2177.04004,4065.46094,686.483521,0.542930841,273.131592,4010722.25,6739194.0
BASE,2601.0,8843243.0,12172216.0,1287696380.0,345.114685,2052.51733,4071.94653,525.494019,0.557675958,281.904205,4015977.0,6745819.5
BASE,2611.0,8873133.0,12221155.0,1291814020.0,347.906891,2988.98267,4893.90479,590.776306,0.563711286,280.435669,4021884.75,6753452.5
BASE,2621.0,8899528.0,12270244.0,1295416580.0,347.454041,2639.48413,4908.91406,599.809509,0.568279386,279.258575,4027883.0,6761348.0
BASE,2631.0,8922879.0,12319957.0,1298536060.0,348.044128,2335.18701,4971.27002,615.764587,0.574816346,277.382996,4034040.5,6769672.5
BASE,2641.0,8952435.0,12367918.0,1302535040.0,346.94754,2934.75757,4824.87061,431.062164,0.592285395,287.275543,4038364.25,6775918.0
BASE,2651.0,8986517.0,12419673.0,1307170560.0,343.672729,3408.16675,5175.46338,528.677246,0.594614744,279.035828,4043651.0,6783672.5
BASE,2661.0,9013260.0,12470093.0,1310716800.0,344.088409,2674.30762,5042.021,543.496399,0.610039413,275.369843,4049086.0,6792174.5
BASE,2671.0,9043160.0,12525272.0,1314731140.0,347.542938,2990.0498,5517.93359,531.000244,0.63319689,275.491028,4054396.0,6801341.0
BASE,2681.0,9078331.0,12581154.0,1319534460.0,343.098999,3499.40527,5612.31396,475.427582,0.647467136,276.163727,4059178.25,6810033.0
BASE,2691.0,9103350.0,12634772.0,1322852610.0,342.723114,2501.96436,5361.83594,472.420319,0.656521738,274.043304,4063902.5,6819063.0
BASE,2701.0,9128297.0,12688364.0,1326184450.0,341.987305,2494.6416,5359.24023,458.026154,0.665433466,273.134064,4068482.75,6828173.0
BASE,2711.0,9155300.0,12744930.0,1329833860.0,339.672821,2691.39966,5669.1748,468.634521,0.673602462,269.160217,4073196.75,6837804.5
BASE,2721.0,9179356.0,12800300.0,1333072510.0,339.325745,2405.61499,5536.9541,504.897125,0.68207866,264.230164,4078245.75,6848637.0
BASE,2731.0,9207350.0,12859055.0,1336928640.0,341.873779,2799.41846,5875.51465,568.835571,0.695132911,258.181396,4083934.0,6861607.0
BASE,2741.0,9237489.0,12922139.0,1341092220.0,343.574127,2992.71167,6338.03027,570.475342,0.711092532,255.980286,4089710.0,6875544.5
BASE,2751.0,9260408.0,12980920.0,1344171900.0,342.668884,2291.83179,5878.02686,534.940979,0.722064137,256.882965,4095059.25,6889442.0
BASE,2761.0,9282159.0,13038157.0,1347102080.0,343.273682,2167.42407,5734.4458,472.973755,0.732296526,261.295563,4099822.5,6902331.5
BASE,2771.0,9309032.0,13098390.0,1350819710.0,341.240967,2687.31567,6023.28564,468.505096,0.740392983,259.212311,4104507.5,6915693.0
BASE,2781.0,9332401.0,13157349.0,1354035970.0,340.259247,2336.90405,5895.91797,432.228485,0.748661578,260.320221,4108829.75,6928568.0
BASE,2784.0,9338417.0,13174644.0,1354843780.0,340.721436,2005.07507,5764.86133,419.66275,0.751269877,261.121674,4110088.75,6932370.5
BASE,2791.0,9352395.0,13214973.0,1356748800.0,341.497375,1996.88354,5761.37109,411.754669,0.756486833,261.26059,4112971.0,6941324.5
BASE,2801.0,9361499.0,13247169.0,1358023040.0,341.870758,934.215759,3186.35352,247.148666,0.756271183,283.601593,4115424.5,6949020.0
BASE,2811.0,9387348.0,13304001.0,1361626620.0,341.408051,2551.39526,5731.54248,387.42746,0.762741446,264.846436,4119350.75,6961398.5
BASE,2821.0,9413691.0,13362222.0,1365320700.0,339.50769,2623.00928,5838.17578,371.337219,0.769102693,263.549225,4123083.0,6973740.0
BASE,2831.0,9430939.0,13416924.0,1367666430.0,340.927582,1724.80835,5470.19043,354.50943,0.773865461,264.917267,4126628.0,6985872.0
BASE,2841.0,9449621.0,13477463.0,1370196100.0,342.170776,1857.24304,6069.10693,355.866333,0.779212952,263.904999,4130206.75,6998401.5
BASE,2851.0,9472660.0,13540565.0,1373374980.0,339.117462,2285.02759,6337.26318,352.632446,0.782737017,262.018524,4133744.75,7011089.0
BASE,2861.0,9491963.0,13599746.0,1376121090.0,339.824219,1920.66797,5932.14551,343.254639,0.788404942,262.598877,4137197.5,7023849.0
BASE,2871.0,9508053.0,13660874.0,1378314880.0,342.547089,1588.46008,6141.56006,342.936188,0.794230282,262.865387,4140650.5,7037051.0
BASE,2881.0,9530966.0,13731274.0,1381367040.0,344.896301,2267.49219,7075.10107,342.250977,0.800209403,262.709778,4144099.0,7050721.0
BASE,2891.0,9556725.0,13799614.0,1384889980.0,340.892975,2575.89355,6834.02881,319.355103,0.803361416,263.824005,4147292.5,7063768.0
BASE,2901.0,9579770.0,13865768.0,1388038780.0,345.017334,2282.20679,6646.21924,288.447449,0.809353828,270.176788,4150196.5,7075985.0
BASE,2911.0,9599494.0,13934365.0,1390656640.0,342.936462,1972.36499,6859.71045,314.444336,0.811611712,264.937653,4153340.75,7089532.0
BASE,2921.0,9617282.0,14000896.0,1393017600.0,342.232727,1767.84998,6668.52832,288.930878,0.814822674,266.472748,4156239.25,7102232.0
BASE,2931.0,9635696.0,14066012.0,1395523840.0,345.019623,1841.35449,6511.53955,271.249084,0.819730222,270.475586,4158951.75,7114566.5
BASE,2941.0,9657263.0,14138839.0,1398475010.0,345.165009,2140.65112,7305.22705,294.513428,0.824041009,266.626404,4161915.75,7128331.5
BASE,2951.0,9675082.0,14207824.0,1400863360.0,343.222748,1781.93018,6898.43066,270.908203,0.826173842,268.091034,4164624.75,7141207.0
BASE,2961.0,9692270.0,14275652.0,1403161980.0,342.666565,1709.93762,6795.54834,260.769623,0.828321338,268.497986,4167239.75,7153778.0
BASE,2971.0,9713978.0,14344231.0,1406159360.0,341.095123,2150.9187,6885.75,247.179779,0.830252528,269.389923,4169719.0,7165857.0
BASE,2981.0,9733156.0,14414631.0,1408796540.0,349.112885,1917.8313,7040.05859,241.255188,0.837407589,274.619202,4172131.5,7178282.5
BASE,2991.0,9749056.0,14488802.0,1410915200.0,349.552521,1587.57251,7420.78174,257.966492,0.84091872,272.052734,4174727.75,7191894.5
BASE,3001.0,9764525.0,14559780.0,1412997500.0,349.084229,1539.27893,7107.61035,244.159134,0.843480885,273.758087,4177177.5,7205040.0
BASE,3011.0,9784218.0,14631654.0,1415735170.0,346.922516,1963.03174,7196.17383,233.273254,0.845385373,274.185608,4179515.25,7217787.5
BASE,3021.0,9801747.0,14699563.0,1418172030.0,345.906433,1753.06201,6790.36719,221.621353,0.847318411,275.548492,4181737.0,7230078.0
BASE,3031.0,9812724.0,14764415.0,1419685500.0,346.893036,1097.69861,6485.17969,218.123398,0.850819647,276.376709,4183918.25,7242518.5
BASE,3041.0,9823667.0,14826654.0,1421186940.0,346.964233,1088.82251,6230.44287,213.733383,0.853110373,277.407654,4186063.75,7254919.5
BASE,3051.0,9837039.0,14894818.0,1422993020.0,347.946808,1337.13806,6816.42041,200.200974,0.855260551,279.909576,4188065.75,7266749.5
BASE,3061.0,9850176.0,14963707.0,1424770050.0,348.545563,1313.68628,6888.85156,194.422836,0.857311249,281.304504,4190010.0,7278431.0
BASE,3071.0,9862728.0,15031326.0,1426473220.0,349.164642,1255.28967,6761.89062,188.678711,0.859264791,282.697296,4191896.75,7289950.5
BASE,3081.0,9874923.0,15098352.0,1428125440.0,350.364624,1219.41919,6702.64014,187.040833,0.86151129,283.725555,4193767.25,7301586.0
BASE,3091.0,9886861.0,15165234.0,1429734400.0,350.593201,1193.83191,6688.14404,173.27887,0.862765908,286.364716,4195500.0,7312480.0
BASE,3101.0,9899707.0,15234941.0,1431466240.0,350.999268,1284.64636,6970.74561,187.670959,0.865001798,283.682648,4197376.5,7324505.0
BASE,3111.0,9912233.0,15304317.0,1433153410.0,351.466736,1253.38806,6936.54297,183.723373,0.867379606,284.027344,4199223.0,7336507.5
BASE,3121.0,9922249.0,15358807.0,1434495620.0,351.076569,1000.4682,5450.34814,142.32196,0.865494728,293.957123,4200640.0,7345674.5
BASE,3131.0,9930890.0,15395519.0,1435658880.0,353.372498,864.031982,3671.17505,139.796417,0.864491999,299.660614,4202038.0,7354593.0
BASE,3141.0,9940395.0,15434580.0,1436935040.0,351.625031,949.301392,3907.9375,148.457047,0.863806188,297.92041,4203521.5,7364010.0
BASE,3151.0,9949073.0,15469932.0,1438093060.0,353.128967,867.860413,3535.18628,96.1007233,0.857962668,309.227295,4204482.5,7369815.0
BASE,3161.0,9956842.0,15500844.0,1439112830.0,354.231842,776.914307,3091.20239,-0.0,0.0,328.196167,4204482.5,7369815.0
BASE,3171.0,9964918.0,15527456.0,1440171390.0,349.309174,807.518982,2661.22437,-0.0,0.0,326.367493,4204482.5,7369815.0
BASE,3181.0,9973437.0,15553675.0,1441284990.0,340.913483,851.933105,2621.89038,-0.0,0.0,319.798035,4204482.5,7369815.0
BASE,3186.0,9977761.0,15566696.0,1441851260.0,336.790924,864.912659,2604.09692,-0.0,0.0,315.975677,4204482.5,7369815.0
BASE,3197.0,9977761.0,15566696.0,1441851260.0,338.657196,0.0,0.0,-0.0,0.0,317.173798,4204482.5,7369815.0
sens_fault_low,11.0,0.0,0.0,0.0,329.594482,0.0,0.0,-0.0,0.0,312.160187,0.0,0.0
